Freq.	V(n002)/I(R3)
2.16271852372687e+001	(9.86151545473270e+001dB,1.75016340060682e+002°)
2.16770410481954e+001	(9.86149960352025e+001dB,1.75027631784234e+002°)
2.17270117886359e+001	(9.86148381818929e+001dB,1.75038897937392e+002°)
2.17770977235300e+001	(9.86146809843770e+001dB,1.75050138577139e+002°)
2.18272991184285e+001	(9.86145244396557e+001dB,1.75061353760352e+002°)
2.18776162394940e+001	(9.86143685447398e+001dB,1.75072543543794e+002°)
2.19280493535029e+001	(9.86142132966666e+001dB,1.75083707984119e+002°)
2.19785987278467e+001	(9.86140586924789e+001dB,1.75094847137866e+002°)
2.20292646305330e+001	(9.86139047292329e+001dB,1.75105961061460e+002°)
2.20800473301874e+001	(9.86137514040010e+001dB,1.75117049811214e+002°)
2.21309470960548e+001	(9.86135987138741e+001dB,1.75128113443334e+002°)
2.21819641980006e+001	(9.86134466559429e+001dB,1.75139152013904e+002°)
2.22330989065124e+001	(9.86132952273250e+001dB,1.75150165578903e+002°)
2.22843514927014e+001	(9.86131444251463e+001dB,1.75161154194196e+002°)
2.23357222283037e+001	(9.86129942465516e+001dB,1.75172117915538e+002°)
2.23872113856818e+001	(9.86128446886936e+001dB,1.75183056798571e+002°)
2.24388192378261e+001	(9.86126957487376e+001dB,1.75193970898823e+002°)
2.24905460583562e+001	(9.86125474238701e+001dB,1.75204860271716e+002°)
2.25423921215227e+001	(9.86123997112772e+001dB,1.75215724972551e+002°)
2.25943577022082e+001	(9.86122526081724e+001dB,1.75226565056529e+002°)
2.26464430759290e+001	(9.86121061117880e+001dB,1.75237380578738e+002°)
2.26986485188366e+001	(9.86119602193487e+001dB,1.75248171594149e+002°)
2.27509743077191e+001	(9.86118149280978e+001dB,1.75258938157620e+002°)
2.28034207200025e+001	(9.86116702353069e+001dB,1.75269680323910e+002°)
2.28559880337527e+001	(9.86115261382419e+001dB,1.75280398147655e+002°)
2.29086765276761e+001	(9.86113826341903e+001dB,1.75291091683386e+002°)
2.29614864811220e+001	(9.86112397204694e+001dB,1.75301760985532e+002°)
2.30144181740834e+001	(9.86110973943779e+001dB,1.75312406108396e+002°)
2.30674718871990e+001	(9.86109556532424e+001dB,1.75323027106178e+002°)
2.31206479017543e+001	(9.86108144944110e+001dB,1.75333624032971e+002°)
2.31739464996831e+001	(9.86106739152312e+001dB,1.75344196942754e+002°)
2.32273679635694e+001	(9.86105339130625e+001dB,1.75354745889393e+002°)
2.32809125766484e+001	(9.86103944852905e+001dB,1.75365270926653e+002°)
2.33345806228083e+001	(9.86102556293074e+001dB,1.75375772108185e+002°)
2.33883723865918e+001	(9.86101173425109e+001dB,1.75386249487527e+002°)
2.34422881531975e+001	(9.86099796223108e+001dB,1.75396703118110e+002°)
2.34963282084814e+001	(9.86098424661472e+001dB,1.75407133053261e+002°)
2.35504928389584e+001	(9.86097058714526e+001dB,1.75417539346189e+002°)
2.36047823318040e+001	(9.86095698356792e+001dB,1.75427922049999e+002°)
2.36591969748558e+001	(9.86094343563003e+001dB,1.75438281217691e+002°)
2.37137370566148e+001	(9.86092994307797e+001dB,1.75448616902144e+002°)
2.37684028662470e+001	(9.86091650566271e+001dB,1.75458929156146e+002°)
2.38231946935852e+001	(9.86090312313263e+001dB,1.75469218032358e+002°)
2.38781128291300e+001	(9.86088979523941e+001dB,1.75479483583343e+002°)
2.39331575640521e+001	(9.86087652173590e+001dB,1.75489725861554e+002°)
2.39883291901931e+001	(9.86086330237587e+001dB,1.75499944919336e+002°)
2.40436280000676e+001	(9.86085013691493e+001dB,1.75510140808929e+002°)
2.40990542868642e+001	(9.86083702510817e+001dB,1.75520313582455e+002°)
2.41546083444476e+001	(9.86082396671374e+001dB,1.75530463291941e+002°)
2.42102904673600e+001	(9.86081096148995e+001dB,1.75540589989298e+002°)
2.42661009508224e+001	(9.86079800919636e+001dB,1.75550693726330e+002°)
2.43220400907364e+001	(9.86078510959366e+001dB,1.75560774554735e+002°)
2.43781081836857e+001	(9.86077226244401e+001dB,1.75570832526105e+002°)
2.44343055269379e+001	(9.86075946751150e+001dB,1.75580867691927e+002°)
2.44906324184457e+001	(9.86074672455948e+001dB,1.75590880103574e+002°)
2.45470891568485e+001	(9.86073403335363e+001dB,1.75600869812315e+002°)
2.46036760414745e+001	(9.86072139366111e+001dB,1.75610836869317e+002°)
2.46603933723416e+001	(9.86070880524929e+001dB,1.75620781325633e+002°)
2.47172414501595e+001	(9.86069626788744e+001dB,1.75630703232214e+002°)
2.47742205763310e+001	(9.86068378134540e+001dB,1.75640602639904e+002°)
2.48313310529539e+001	(9.86067134539353e+001dB,1.75650479599435e+002°)
2.48885731828221e+001	(9.86065895980477e+001dB,1.75660334161442e+002°)
2.49459472694277e+001	(9.86064662435354e+001dB,1.75670166376453e+002°)
2.50034536169625e+001	(9.86063433881412e+001dB,1.75679976294886e+002°)
2.50610925303193e+001	(9.86062210296107e+001dB,1.75689763967050e+002°)
2.51188643150939e+001	(9.86060991657120e+001dB,1.75699529443152e+002°)
2.51767692775867e+001	(9.86059777942297e+001dB,1.75709272773298e+002°)
2.52348077248039e+001	(9.86058569129459e+001dB,1.75718994007480e+002°)
2.52929799644596e+001	(9.86057365196811e+001dB,1.75728693195599e+002°)
2.53512863049772e+001	(9.86056166122210e+001dB,1.75738370387430e+002°)
2.54097270554912e+001	(9.86054971883989e+001dB,1.75748025632659e+002°)
2.54683025258485e+001	(9.86053782460553e+001dB,1.75757658980867e+002°)
2.55270130266106e+001	(9.86052597830070e+001dB,1.75767270481512e+002°)
2.55858588690546e+001	(9.86051417971448e+001dB,1.75776860183979e+002°)
2.56448403651753e+001	(9.86050242863017e+001dB,1.75786428137516e+002°)
2.57039578276867e+001	(9.86049072483715e+001dB,1.75795974391290e+002°)
2.57632115700238e+001	(9.86047906812241e+001dB,1.75805498994347e+002°)
2.58226019063440e+001	(9.86046745827697e+001dB,1.75815001995643e+002°)
2.58821291515290e+001	(9.86045589509129e+001dB,1.75824483444025e+002°)
2.59417936211862e+001	(9.86044437835521e+001dB,1.75833943388225e+002°)
2.60015956316508e+001	(9.86043290786404e+001dB,1.75843381876894e+002°)
2.60615354999870e+001	(9.86042148341003e+001dB,1.75852798958560e+002°)
2.61216135439901e+001	(9.86041010478776e+001dB,1.75862194681653e+002°)
2.61818300821879e+001	(9.86039877179351e+001dB,1.75871569094505e+002°)
2.62421854338425e+001	(9.86038748422387e+001dB,1.75880922245338e+002°)
2.63026799189518e+001	(9.86037624187713e+001dB,1.75890254182278e+002°)
2.63633138582518e+001	(9.86036504455106e+001dB,1.75899564953338e+002°)
2.64240875732175e+001	(9.86035389204637e+001dB,1.75908854606439e+002°)
2.64850013860650e+001	(9.86034278416275e+001dB,1.75918123189389e+002°)
2.65460556197534e+001	(9.86033172070285e+001dB,1.75927370749905e+002°)
2.66072505979861e+001	(9.86032070146986e+001dB,1.75936597335595e+002°)
2.66685866452128e+001	(9.86030972626602e+001dB,1.75945802993961e+002°)
2.67300640866311e+001	(9.86029879489624e+001dB,1.75954987772406e+002°)
2.67916832481883e+001	(9.86028790716760e+001dB,1.75964151718241e+002°)
2.68534444565830e+001	(9.86027706288554e+001dB,1.75973294878660e+002°)
2.69153480392671e+001	(9.86026626185845e+001dB,1.75982417300766e+002°)
2.69773943244472e+001	(9.86025550389418e+001dB,1.75991519031552e+002°)
2.70395836410864e+001	(9.86024478880201e+001dB,1.76000600117914e+002°)
2.71019163189064e+001	(9.86023411639391e+001dB,1.76009660606653e+002°)
2.71643926883888e+001	(9.86022348647936e+001dB,1.76018700544453e+002°)
2.72270130807771e+001	(9.86021289887166e+001dB,1.76027719977911e+002°)
2.72897778280783e+001	(9.86020235338481e+001dB,1.76036718953523e+002°)
2.73526872630650e+001	(9.86019184983101e+001dB,1.76045697517670e+002°)
2.74157417192767e+001	(9.86018138802668e+001dB,1.76054655716647e+002°)
2.74789415310219e+001	(9.86017096778824e+001dB,1.76063593596647e+002°)
2.75422870333796e+001	(9.86016058893217e+001dB,1.76072511203756e+002°)
2.76057785622014e+001	(9.86015025127665e+001dB,1.76081408583965e+002°)
2.76694164541130e+001	(9.86013995463933e+001dB,1.76090285783158e+002°)
2.77332010465163e+001	(9.86012969884191e+001dB,1.76099142847133e+002°)
2.77971326775908e+001	(9.86011948370350e+001dB,1.76107979821572e+002°)
2.78612116862956e+001	(9.86010930904591e+001dB,1.76116796752068e+002°)
2.79254384123713e+001	(9.86009917469205e+001dB,1.76125593684112e+002°)
2.79898131963415e+001	(9.86008908046465e+001dB,1.76134370663093e+002°)
2.80543363795150e+001	(9.86007902618782e+001dB,1.76143127734303e+002°)
2.81190083039873e+001	(9.86006901168702e+001dB,1.76151864942936e+002°)
2.81838293126424e+001	(9.86005903678838e+001dB,1.76160582334087e+002°)
2.82487997491549e+001	(9.86004910131795e+001dB,1.76169279952746e+002°)
2.83139199579916e+001	(9.86003920510338e+001dB,1.76177957843812e+002°)
2.83791902844134e+001	(9.86002934797458e+001dB,1.76186616052087e+002°)
2.84446110744770e+001	(9.86001952976054e+001dB,1.76195254622268e+002°)
2.85101826750369e+001	(9.86000975028960e+001dB,1.76203873598950e+002°)
2.85759054337473e+001	(9.86000000939515e+001dB,1.76212473026644e+002°)
2.86417796990636e+001	(9.85999030690814e+001dB,1.76221052949752e+002°)
2.87078058202447e+001	(9.85998064266144e+001dB,1.76229613412581e+002°)
2.87739841473545e+001	(9.85997101648859e+001dB,1.76238154459341e+002°)
2.88403150312638e+001	(9.85996142822486e+001dB,1.76246676134147e+002°)
2.89067988236525e+001	(9.85995187770506e+001dB,1.76255178481011e+002°)
2.89734358770110e+001	(9.85994236476397e+001dB,1.76263661543846e+002°)
2.90402265446423e+001	(9.85993288924144e+001dB,1.76272125366485e+002°)
2.91071711806638e+001	(9.85992345097254e+001dB,1.76280569992638e+002°)
2.91742701400094e+001	(9.85991404979766e+001dB,1.76288995465941e+002°)
2.92415237784311e+001	(9.85990468555547e+001dB,1.76297401829921e+002°)
2.93089324525009e+001	(9.85989535808591e+001dB,1.76305789128009e+002°)
2.93764965196130e+001	(9.85988606723009e+001dB,1.76314157403544e+002°)
2.94442163379853e+001	(9.85987681283083e+001dB,1.76322506699770e+002°)
2.95120922666616e+001	(9.85986759473055e+001dB,1.76330837059831e+002°)
2.95801246655132e+001	(9.85985841277136e+001dB,1.76339148526771e+002°)
2.96483138952411e+001	(9.85984926679871e+001dB,1.76347441143548e+002°)
2.97166603173779e+001	(9.85984015665711e+001dB,1.76355714953018e+002°)
2.97851642942896e+001	(9.85983108219220e+001dB,1.76363969997942e+002°)
2.98538261891773e+001	(9.85982204325050e+001dB,1.76372206320986e+002°)
2.99226463660796e+001	(9.85981303968037e+001dB,1.76380423964725e+002°)
2.99916251898742e+001	(9.85980407132780e+001dB,1.76388622971629e+002°)
3.00607630262800e+001	(9.85979513804399e+001dB,1.76396803384087e+002°)
3.01300602418589e+001	(9.85978623967728e+001dB,1.76404965244381e+002°)
3.01995172040178e+001	(9.85977737607837e+001dB,1.76413108594705e+002°)
3.02691342810107e+001	(9.85976854709864e+001dB,1.76421233477156e+002°)
3.03389118419403e+001	(9.85975975258924e+001dB,1.76429339933735e+002°)
3.04088502567604e+001	(9.85975099240356e+001dB,1.76437428006354e+002°)
3.04789498962774e+001	(9.85974226639475e+001dB,1.76445497736827e+002°)
3.05492111321527e+001	(9.85973357441664e+001dB,1.76453549166874e+002°)
3.06196343369044e+001	(9.85972491632407e+001dB,1.76461582338122e+002°)
3.06902198839092e+001	(9.85971629197281e+001dB,1.76469597292105e+002°)
3.07609681474047e+001	(9.85970770122017e+001dB,1.76477594070268e+002°)
3.08318795024911e+001	(9.85969914392109e+001dB,1.76485572713949e+002°)
3.09029543251335e+001	(9.85969061993507e+001dB,1.76493533264410e+002°)
3.09741929921634e+001	(9.85968212911974e+001dB,1.76501475762808e+002°)
3.10455958812811e+001	(9.85967367133486e+001dB,1.76509400250211e+002°)
3.11171633710577e+001	(9.85966524643971e+001dB,1.76517306767595e+002°)
3.11888958409369e+001	(9.85965685429543e+001dB,1.76525195355842e+002°)
3.12607936712371e+001	(9.85964849476393e+001dB,1.76533066055747e+002°)
3.13328572431534e+001	(9.85964016770583e+001dB,1.76540918908001e+002°)
3.14050869387597e+001	(9.85963187298462e+001dB,1.76548753953214e+002°)
3.14774831410107e+001	(9.85962361046273e+001dB,1.76556571231896e+002°)
3.15500462337438e+001	(9.85961538000537e+001dB,1.76564370784473e+002°)
3.16227766016813e+001	(9.85960718147753e+001dB,1.76572152651276e+002°)
3.16956746304324e+001	(9.85959901474376e+001dB,1.76579916872542e+002°)
3.17687407064952e+001	(9.85959087967056e+001dB,1.76587663488419e+002°)
3.18419752172587e+001	(9.85958277612480e+001dB,1.76595392538965e+002°)
3.19153785510051e+001	(9.85957470397444e+001dB,1.76603104064145e+002°)
3.19889510969114e+001	(9.85956666308692e+001dB,1.76610798103833e+002°)
3.20626932450521e+001	(9.85955865333163e+001dB,1.76618474697815e+002°)
3.21366053864006e+001	(9.85955067457601e+001dB,1.76626133885775e+002°)
3.22106879128318e+001	(9.85954272669379e+001dB,1.76633775707330e+002°)
3.22849412171238e+001	(9.85953480955340e+001dB,1.76641400201985e+002°)
3.23593656929602e+001	(9.85952692302646e+001dB,1.76649007409161e+002°)
3.24339617349323e+001	(9.85951906698538e+001dB,1.76656597368193e+002°)
3.25087297385408e+001	(9.85951124130277e+001dB,1.76664170118324e+002°)
3.25836701001983e+001	(9.85950344585228e+001dB,1.76671725698706e+002°)
3.26587832172310e+001	(9.85949568050751e+001dB,1.76679264148402e+002°)
3.27340694878812e+001	(9.85948794514331e+001dB,1.76686785506386e+002°)
3.28095293113093e+001	(9.85948023963548e+001dB,1.76694289811546e+002°)
3.28851630875957e+001	(9.85947256385889e+001dB,1.76701777102674e+002°)
3.29609712177431e+001	(9.85946491769082e+001dB,1.76709247418479e+002°)
3.30369541036788e+001	(9.85945730100790e+001dB,1.76716700797577e+002°)
3.31131121482565e+001	(9.85944971368893e+001dB,1.76724137278503e+002°)
3.31894457552584e+001	(9.85944215561093e+001dB,1.76731556899692e+002°)
3.32659553293978e+001	(9.85943462665392e+001dB,1.76738959699501e+002°)
3.33426412763208e+001	(9.85942712669688e+001dB,1.76746345716193e+002°)
3.34195040026087e+001	(9.85941965562087e+001dB,1.76753714987947e+002°)
3.34965439157801e+001	(9.85941221330434e+001dB,1.76761067552844e+002°)
3.35737614242928e+001	(9.85940479963129e+001dB,1.76768403448896e+002°)
3.36511569375464e+001	(9.85939741448303e+001dB,1.76775722714012e+002°)
3.37287308658842e+001	(9.85939005774131e+001dB,1.76783025386017e+002°)
3.38064836205954e+001	(9.85938272929157e+001dB,1.76790311502658e+002°)
3.38844156139175e+001	(9.85937542901407e+001dB,1.76797581101576e+002°)
3.39625272590381e+001	(9.85936815679606e+001dB,1.76804834220346e+002°)
3.40408189700973e+001	(9.85936091252102e+001dB,1.76812070896442e+002°)
3.41192911621901e+001	(9.85935369607554e+001dB,1.76819291167259e+002°)
3.41979442513681e+001	(9.85934650734406e+001dB,1.76826495070098e+002°)
3.42767786546423e+001	(9.85933934621466e+001dB,1.76833682642184e+002°)
3.43557947899847e+001	(9.85933221257387e+001dB,1.76840853920647e+002°)
3.44349930763311e+001	(9.85932510630933e+001dB,1.76848008942536e+002°)
3.45143739335828e+001	(9.85931802730946e+001dB,1.76855147744811e+002°)
3.45939377826094e+001	(9.85931097546374e+001dB,1.76862270364352e+002°)
3.46736850452504e+001	(9.85930395066135e+001dB,1.76869376837949e+002°)
3.47536161443178e+001	(9.85929695279223e+001dB,1.76876467202306e+002°)
3.48337315035984e+001	(9.85928998174656e+001dB,1.76883541494042e+002°)
3.49140315478558e+001	(9.85928303741526e+001dB,1.76890599749694e+002°)
3.49945167028329e+001	(9.85927611969064e+001dB,1.76897642005713e+002°)
3.50751873952540e+001	(9.85926922846490e+001dB,1.76904668298465e+002°)
3.51560440528270e+001	(9.85926236363013e+001dB,1.76911678664231e+002°)
3.52370871042459e+001	(9.85925552507960e+001dB,1.76918673139207e+002°)
3.53183169791928e+001	(9.85924871270779e+001dB,1.76925651759509e+002°)
3.53997341083406e+001	(9.85924192640845e+001dB,1.76932614561164e+002°)
3.54813389233547e+001	(9.85923516607581e+001dB,1.76939561580114e+002°)
3.55631318568956e+001	(9.85922843160703e+001dB,1.76946492852228e+002°)
3.56451133426215e+001	(9.85922172289570e+001dB,1.76953408413277e+002°)
3.57272838151900e+001	(9.85921503983934e+001dB,1.76960308298957e+002°)
3.58096437102607e+001	(9.85920838233528e+001dB,1.76967192544882e+002°)
3.58921934644976e+001	(9.85920175027933e+001dB,1.76974061186576e+002°)
3.59749335155713e+001	(9.85919514357119e+001dB,1.76980914259489e+002°)
3.60578643021613e+001	(9.85918856210827e+001dB,1.76987751798981e+002°)
3.61409862639584e+001	(9.85918200578988e+001dB,1.76994573840333e+002°)
3.62242998416669e+001	(9.85917547451474e+001dB,1.77001380418740e+002°)
3.63078054770072e+001	(9.85916896818411e+001dB,1.77008171569323e+002°)
3.63915036127177e+001	(9.85916248669617e+001dB,1.77014947327109e+002°)
3.64753946925578e+001	(9.85915602995324e+001dB,1.77021707727052e+002°)
3.65594791613095e+001	(9.85914959785778e+001dB,1.77028452804026e+002°)
3.66437574647803e+001	(9.85914319030873e+001dB,1.77035182592810e+002°)
3.67282300498055e+001	(9.85913680721057e+001dB,1.77041897128118e+002°)
3.68128973642501e+001	(9.85913044846590e+001dB,1.77048596444573e+002°)
3.68977598570120e+001	(9.85912411397751e+001dB,1.77055280576720e+002°)
3.69828179780236e+001	(9.85911780364911e+001dB,1.77061949559021e+002°)
3.70680721782546e+001	(9.85911151738496e+001dB,1.77068603425859e+002°)
3.71535229097142e+001	(9.85910525508995e+001dB,1.77075242211536e+002°)
3.72391706254538e+001	(9.85909901666913e+001dB,1.77081865950273e+002°)
3.73250157795690e+001	(9.85909280202838e+001dB,1.77088474676213e+002°)
3.74110588272023e+001	(9.85908661107331e+001dB,1.77095068423415e+002°)
3.74973002245453e+001	(9.85908044371019e+001dB,1.77101647225860e+002°)
3.75837404288413e+001	(9.85907429984687e+001dB,1.77108211117451e+002°)
3.76703798983878e+001	(9.85906817939018e+001dB,1.77114760132008e+002°)
3.77572190925385e+001	(9.85906208224831e+001dB,1.77121294303274e+002°)
3.78442584717062e+001	(9.85905600832951e+001dB,1.77127813664912e+002°)
3.79314984973651e+001	(9.85904995754220e+001dB,1.77134318250504e+002°)
3.80189396320530e+001	(9.85904392979704e+001dB,1.77140808093559e+002°)
3.81065823393742e+001	(9.85903792500101e+001dB,1.77147283227496e+002°)
3.81944270840015e+001	(9.85903194306640e+001dB,1.77153743685668e+002°)
3.82824743316791e+001	(9.85902598390277e+001dB,1.77160189501340e+002°)
3.83707245492247e+001	(9.85902004742221e+001dB,1.77166620707708e+002°)
3.84591782045322e+001	(9.85901413353409e+001dB,1.77173037337876e+002°)
3.85478357665740e+001	(9.85900824215144e+001dB,1.77179439424882e+002°)
3.86366977054037e+001	(9.85900237318677e+001dB,1.77185827001685e+002°)
3.87257644921585e+001	(9.85899652655281e+001dB,1.77192200101162e+002°)
3.88150365990616e+001	(9.85899070216106e+001dB,1.77198558756110e+002°)
3.89045144994248e+001	(9.85898489992699e+001dB,1.77204902999260e+002°)
3.89941986676511e+001	(9.85897911976303e+001dB,1.77211232863252e+002°)
3.90840895792369e+001	(9.85897336158470e+001dB,1.77217548380662e+002°)
3.91741877107750e+001	(9.85896762530539e+001dB,1.77223849583976e+002°)
3.92644935399567e+001	(9.85896191084118e+001dB,1.77230136505614e+002°)
3.93550075455745e+001	(9.85895621810746e+001dB,1.77236409177916e+002°)
3.94457302075245e+001	(9.85895054701941e+001dB,1.77242667633142e+002°)
3.95366620068095e+001	(9.85894489749441e+001dB,1.77248911903482e+002°)
3.96278034255406e+001	(9.85893926944857e+001dB,1.77255142021045e+002°)
3.97191549469407e+001	(9.85893366279869e+001dB,1.77261358017867e+002°)
3.98107170553464e+001	(9.85892807746336e+001dB,1.77267559925908e+002°)
3.99024902362108e+001	(9.85892251335978e+001dB,1.77273747777051e+002°)
3.99944749761064e+001	(9.85891697040613e+001dB,1.77279921603104e+002°)
4.00866717627269e+001	(9.85891144852104e+001dB,1.77286081435800e+002°)
4.01790810848906e+001	(9.85890594762407e+001dB,1.77292227306799e+002°)
4.02717034325425e+001	(9.85890046763410e+001dB,1.77298359247683e+002°)
4.03645392967571e+001	(9.85889500847111e+001dB,1.77304477289960e+002°)
4.04575891697408e+001	(9.85888957005554e+001dB,1.77310581465065e+002°)
4.05508535448350e+001	(9.85888415230742e+001dB,1.77316671804358e+002°)
4.06443329165178e+001	(9.85887875514771e+001dB,1.77322748339121e+002°)
4.07380277804078e+001	(9.85887337849867e+001dB,1.77328811100571e+002°)
4.08319386332658e+001	(9.85886802228088e+001dB,1.77334860119842e+002°)
4.09260659729976e+001	(9.85886268641672e+001dB,1.77340895427998e+002°)
4.10204102986572e+001	(9.85885737082819e+001dB,1.77346917056028e+002°)
4.11149721104487e+001	(9.85885207543926e+001dB,1.77352925034853e+002°)
4.12097519097295e+001	(9.85884680017180e+001dB,1.77358919395313e+002°)
4.13047501990126e+001	(9.85884154494938e+001dB,1.77364900168178e+002°)
4.13999674819695e+001	(9.85883630969590e+001dB,1.77370867384146e+002°)
4.14954042634328e+001	(9.85883109433624e+001dB,1.77376821073844e+002°)
4.15910610493987e+001	(9.85882589879528e+001dB,1.77382761267826e+002°)
4.16869383470300e+001	(9.85882072299515e+001dB,1.77388687996563e+002°)
4.17830366646586e+001	(9.85881556686331e+001dB,1.77394601290469e+002°)
4.18793565117883e+001	(9.85881043032594e+001dB,1.77400501179883e+002°)
4.19758983990972e+001	(9.85880531330720e+001dB,1.77406387695061e+002°)
4.20726628384408e+001	(9.85880021573394e+001dB,1.77412260866199e+002°)
4.21696503428546e+001	(9.85879513753229e+001dB,1.77418120723414e+002°)
4.22668614265567e+001	(9.85879007863011e+001dB,1.77423967296760e+002°)
4.23642966049505e+001	(9.85878503895404e+001dB,1.77429800616211e+002°)
4.24619563946276e+001	(9.85878001843169e+001dB,1.77435620711674e+002°)
4.25598413133707e+001	(9.85877501699094e+001dB,1.77441427612984e+002°)
4.26579518801556e+001	(9.85877003456062e+001dB,1.77447221349908e+002°)
4.27562886151549e+001	(9.85876507106805e+001dB,1.77453001952137e+002°)
4.28548520397403e+001	(9.85876012644326e+001dB,1.77458769449298e+002°)
4.29536426764850e+001	(9.85875520061454e+001dB,1.77464523870942e+002°)
4.30526610491674e+001	(9.85875029351139e+001dB,1.77470265246551e+002°)
4.31519076827728e+001	(9.85874540506483e+001dB,1.77475993605544e+002°)
4.32513831034971e+001	(9.85874053520323e+001dB,1.77481708977257e+002°)
4.33510878387492e+001	(9.85873568385794e+001dB,1.77487411390969e+002°)
4.34510224171534e+001	(9.85873085095996e+001dB,1.77493100875883e+002°)
4.35511873685531e+001	(9.85872603644107e+001dB,1.77498777461138e+002°)
4.36515832240128e+001	(9.85872124023017e+001dB,1.77504441175792e+002°)
4.37522105158214e+001	(9.85871646226211e+001dB,1.77510092048852e+002°)
4.38530697774948e+001	(9.85871170246605e+001dB,1.77515730109237e+002°)
4.39541615437787e+001	(9.85870696077585e+001dB,1.77521355385812e+002°)
4.40554863506515e+001	(9.85870223712302e+001dB,1.77526967907365e+002°)
4.41570447353274e+001	(9.85869753144185e+001dB,1.77532567702623e+002°)
4.42588372362588e+001	(9.85869284366440e+001dB,1.77538154800238e+002°)
4.43608643931394e+001	(9.85868817372428e+001dB,1.77543729228795e+002°)
4.44631267469070e+001	(9.85868352155547e+001dB,1.77549291016816e+002°)
4.45656248397465e+001	(9.85867888709133e+001dB,1.77554840192749e+002°)
4.46683592150924e+001	(9.85867427026794e+001dB,1.77560376784983e+002°)
4.47713304176324e+001	(9.85866967101858e+001dB,1.77565900821830e+002°)
4.48745389933093e+001	(9.85866508927811e+001dB,1.77571412331539e+002°)
4.49779854893249e+001	(9.85866052498216e+001dB,1.77576911342295e+002°)
4.50816704541421e+001	(9.85865597806638e+001dB,1.77582397882211e+002°)
4.51855944374883e+001	(9.85865144846612e+001dB,1.77587871979337e+002°)
4.52897579903581e+001	(9.85864693611673e+001dB,1.77593333661652e+002°)
4.53941616650164e+001	(9.85864244095611e+001dB,1.77598782957076e+002°)
4.54988060150009e+001	(9.85863796292005e+001dB,1.77604219893457e+002°)
4.56036915951256e+001	(9.85863350194459e+001dB,1.77609644498575e+002°)
4.57088189614835e+001	(9.85862905796778e+001dB,1.77615056800151e+002°)
4.58141886714494e+001	(9.85862463092722e+001dB,1.77620456825836e+002°)
4.59198012836829e+001	(9.85862022075974e+001dB,1.77625844603216e+002°)
4.60256573581316e+001	(9.85861582740410e+001dB,1.77631220159813e+002°)
4.61317574560339e+001	(9.85861145079804e+001dB,1.77636583523081e+002°)
4.62381021399220e+001	(9.85860709088024e+001dB,1.77641934720411e+002°)
4.63446919736248e+001	(9.85860274758940e+001dB,1.77647273779128e+002°)
4.64515275222709e+001	(9.85859842086410e+001dB,1.77652600726494e+002°)
4.65586093522918e+001	(9.85859411064383e+001dB,1.77657915589704e+002°)
4.66659380314248e+001	(9.85858981686838e+001dB,1.77663218395890e+002°)
4.67735141287157e+001	(9.85858553947681e+001dB,1.77668509172118e+002°)
4.68813382145224e+001	(9.85858127841005e+001dB,1.77673787945394e+002°)
4.69894108605174e+001	(9.85857703360804e+001dB,1.77679054742657e+002°)
4.70977326396912e+001	(9.85857280501062e+001dB,1.77684309590779e+002°)
4.72063041263549e+001	(9.85856859255883e+001dB,1.77689552516575e+002°)
4.73151258961439e+001	(9.85856439619425e+001dB,1.77694783546792e+002°)
4.74241985260203e+001	(9.85856021585737e+001dB,1.77700002708115e+002°)
4.75335225942763e+001	(9.85855605149052e+001dB,1.77705210027167e+002°)
4.76430986805374e+001	(9.85855190303417e+001dB,1.77710405530503e+002°)
4.77529273657649e+001	(9.85854777043255e+001dB,1.77715589244626e+002°)
4.78630092322596e+001	(9.85854365362481e+001dB,1.77720761195961e+002°)
4.79733448636647e+001	(9.85853955255663e+001dB,1.77725921410886e+002°)
4.80839348449686e+001	(9.85853546716769e+001dB,1.77731069915701e+002°)
4.81947797625085e+001	(9.85853139740300e+001dB,1.77736206736659e+002°)
4.83058802039730e+001	(9.85852734320517e+001dB,1.77741331899942e+002°)
4.84172367584057e+001	(9.85852330451717e+001dB,1.77746445431669e+002°)
4.85288500162078e+001	(9.85851928128284e+001dB,1.77751547357903e+002°)
4.86407205691419e+001	(9.85851527344662e+001dB,1.77756637704643e+002°)
4.87528490103343e+001	(9.85851128095102e+001dB,1.77761716497821e+002°)
4.88652359342790e+001	(9.85850730374212e+001dB,1.77766783763320e+002°)
4.89778819368403e+001	(9.85850334176402e+001dB,1.77771839526950e+002°)
4.90907876152560e+001	(9.85849939496097e+001dB,1.77776883814466e+002°)
4.92039535681407e+001	(9.85849546327848e+001dB,1.77781916651560e+002°)
4.93173803954892e+001	(9.85849154666088e+001dB,1.77786938063864e+002°)
4.94310686986791e+001	(9.85848764505490e+001dB,1.77791948076951e+002°)
4.95450190804746e+001	(9.85848375840478e+001dB,1.77796946716329e+002°)
4.96592321450292e+001	(9.85847988665812e+001dB,1.77801934007453e+002°)
4.97737084978892e+001	(9.85847602975946e+001dB,1.77806909975711e+002°)
4.98884487459968e+001	(9.85847218765529e+001dB,1.77811874646433e+002°)
5.00034534976934e+001	(9.85846836029270e+001dB,1.77816828044892e+002°)
5.01187233627228e+001	(9.85846454761846e+001dB,1.77821770196300e+002°)
5.02342589522342e+001	(9.85846074957879e+001dB,1.77826701125807e+002°)
