Freq.	I(R6)/I(R3)
1.98152702580475e+003	(3.73272878170855e+001dB,6.71080282950607e-001°)
1.98609491735702e+003	(3.73272930080767e+001dB,6.68190988026358e-001°)
1.99067333898684e+003	(3.73272981710463e+001dB,6.65305232021327e-001°)
1.99526231496853e+003	(3.73273033061473e+001dB,6.62422999716346e-001°)
1.99986186963239e+003	(3.73273084134900e+001dB,6.59544275798339e-001°)
2.00447202736481e+003	(3.73273134931471e+001dB,6.56669045067282e-001°)
2.00909281260837e+003	(3.73273185452752e+001dB,6.53797292309368e-001°)
2.01372424986203e+003	(3.73273235699141e+001dB,6.50929002299743e-001°)
2.01836636368120e+003	(3.73273285672485e+001dB,6.48064159889191e-001°)
2.02301917867791e+003	(3.73273335373202e+001dB,6.45202749879152e-001°)
2.02768271952092e+003	(3.73273384802830e+001dB,6.42344757145912e-001°)
2.03235701093586e+003	(3.73273433961918e+001dB,6.39490166559521e-001°)
2.03704207770536e+003	(3.73273482851907e+001dB,6.36638962996808e-001°)
2.04173794466917e+003	(3.73273531473727e+001dB,6.33791131386959e-001°)
2.04644463672431e+003	(3.73273579828379e+001dB,6.30946656645338e-001°)
2.05116217882520e+003	(3.73273627916873e+001dB,6.28105523728287e-001°)
2.05589059598378e+003	(3.73273675740338e+001dB,6.25267717590222e-001°)
2.06062991326963e+003	(3.73273723299622e+001dB,6.22433223175672e-001°)
2.06538015581016e+003	(3.73273770595922e+001dB,6.19602025536849e-001°)
2.07014134879067e+003	(3.73273817629795e+001dB,6.16774109642824e-001°)
2.07491351745454e+003	(3.73273864403007e+001dB,6.13949460560432e-001°)
2.07969668710332e+003	(3.73273910915959e+001dB,6.11128063321368e-001°)
2.08449088309692e+003	(3.73273957169546e+001dB,6.08309902974016e-001°)
2.08929613085367e+003	(3.73274003165154e+001dB,6.05494964622737e-001°)
2.09411245585052e+003	(3.73274048903655e+001dB,6.02683233356271e-001°)
2.09893988362315e+003	(3.73274094385903e+001dB,5.99874694289230e-001°)
2.10377843976610e+003	(3.73274139613019e+001dB,5.97069332582937e-001°)
2.10862814993291e+003	(3.73274184585864e+001dB,5.94267133345868e-001°)
2.11348903983627e+003	(3.73274229305143e+001dB,5.91468081747330e-001°)
2.11836113524812e+003	(3.73274273772185e+001dB,5.88672163002777e-001°)
2.12324446199984e+003	(3.73274317987908e+001dB,5.85879362279966e-001°)
2.12813904598233e+003	(3.73274361953020e+001dB,5.83089664816764e-001°)
2.13304491314619e+003	(3.73274405668600e+001dB,5.80303055813479e-001°)
2.13796208950185e+003	(3.73274449135705e+001dB,5.77519520551250e-001°)
2.14289060111967e+003	(3.73274492354900e+001dB,5.74739044285180e-001°)
2.14783047413015e+003	(3.73274535327141e+001dB,5.71961612276597e-001°)
2.15278173472399e+003	(3.73274578053644e+001dB,5.69187209848207e-001°)
2.15774440915228e+003	(3.73274620535428e+001dB,5.66415822284205e-001°)
2.16271852372663e+003	(3.73274662772771e+001dB,5.63647434929533e-001°)
2.16770410481931e+003	(3.73274704767129e+001dB,5.60882033135707e-001°)
2.17270117886335e+003	(3.73274746519082e+001dB,5.58119602250345e-001°)
2.17770977235277e+003	(3.73274788029616e+001dB,5.55360127648207e-001°)
2.18272991184261e+003	(3.73274829299682e+001dB,5.52603594720591e-001°)
2.18776162394916e+003	(3.73274870330005e+001dB,5.49849988868363e-001°)
2.19280493535005e+003	(3.73274911121580e+001dB,5.47099295521889e-001°)
2.19785987278443e+003	(3.73274951675276e+001dB,5.44351500120258e-001°)
2.20292646305306e+003	(3.73274991991944e+001dB,5.41606588105398e-001°)
2.20800473301850e+003	(3.73275032072241e+001dB,5.38864544947615e-001°)
2.21309470960524e+003	(3.73275071917302e+001dB,5.36125356129784e-001°)
2.21819641979982e+003	(3.73275111527767e+001dB,5.33389007141455e-001°)
2.22330989065100e+003	(3.73275150904661e+001dB,5.30655483512131e-001°)
2.22843514926990e+003	(3.73275190048493e+001dB,5.27924770755133e-001°)
2.23357222283013e+003	(3.73275228960483e+001dB,5.25196854429202e-001°)
2.23872113856794e+003	(3.73275267641304e+001dB,5.22471720039427e-001°)
2.24388192378236e+003	(3.73275306091631e+001dB,5.19749353233019e-001°)
2.24905460583538e+003	(3.73275344312540e+001dB,5.17029739539380e-001°)
2.25423921215202e+003	(3.73275382304685e+001dB,5.14312864566926e-001°)
2.25943577022057e+003	(3.73275420068751e+001dB,5.11598713943574e-001°)
2.26464430759265e+003	(3.73275457605851e+001dB,5.08887273320311e-001°)
2.26986485188341e+003	(3.73275494916493e+001dB,5.06178528287850e-001°)
2.27509743077166e+003	(3.73275532001526e+001dB,5.03472464526524e-001°)
2.28034207200001e+003	(3.73275568861947e+001dB,5.00769067705266e-001°)
2.28559880337502e+003	(3.73275605498400e+001dB,4.98068323535121e-001°)
2.29086765276736e+003	(3.73275641911418e+001dB,4.95370217681414e-001°)
2.29614864811195e+003	(3.73275678102181e+001dB,4.92674735869739e-001°)
2.30144181740809e+003	(3.73275714071147e+001dB,4.89981863826252e-001°)
2.30674718871965e+003	(3.73275749819380e+001dB,4.87291587294988e-001°)
2.31206479017518e+003	(3.73275785347281e+001dB,4.84603892017271e-001°)
2.31739464996806e+003	(3.73275820655838e+001dB,4.81918763781563e-001°)
2.32273679635669e+003	(3.73275855745821e+001dB,4.79236188356853e-001°)
2.32809125766459e+003	(3.73275890617740e+001dB,4.76556151536739e-001°)
2.33345806228058e+003	(3.73275925272638e+001dB,4.73878639139338e-001°)
2.33883723865893e+003	(3.73275959711192e+001dB,4.71203636980196e-001°)
2.34422881531950e+003	(3.73275993933804e+001dB,4.68531130884023e-001°)
2.34963282084788e+003	(3.73276027941508e+001dB,4.65861106696331e-001°)
2.35504928389558e+003	(3.73276061734910e+001dB,4.63193550306915e-001°)
2.36047823318015e+003	(3.73276095314856e+001dB,4.60528447574747e-001°)
2.36591969748533e+003	(3.73276128681964e+001dB,4.57865784367195e-001°)
2.37137370566122e+003	(3.73276161836895e+001dB,4.55205546617825e-001°)
2.37684028662445e+003	(3.73276194780446e+001dB,4.52547720202424e-001°)
2.38231946935826e+003	(3.73276227513295e+001dB,4.49892291060492e-001°)
2.38781128291274e+003	(3.73276260036156e+001dB,4.47239245157880e-001°)
2.39331575640495e+003	(3.73276292349645e+001dB,4.44588568397080e-001°)
2.39883291901905e+003	(3.73276324454344e+001dB,4.41940246788510e-001°)
2.40436280000650e+003	(3.73276356351297e+001dB,4.39294266262351e-001°)
2.40990542868616e+003	(3.73276388040765e+001dB,4.36650612830888e-001°)
2.41546083444450e+003	(3.73276419523673e+001dB,4.34009272482365e-001°)
2.42102904673574e+003	(3.73276450800647e+001dB,4.31370231257798e-001°)
2.42661009508197e+003	(3.73276481872355e+001dB,4.28733475125817e-001°)
2.43220400907337e+003	(3.73276512739182e+001dB,4.26098990166898e-001°)
2.43781081836831e+003	(3.73276543402375e+001dB,4.23466762413957e-001°)
2.44343055269353e+003	(3.73276573862010e+001dB,4.20836777938687e-001°)
2.44906324184430e+003	(3.73276604119037e+001dB,4.18209022794849e-001°)
2.45470891568458e+003	(3.73276634173984e+001dB,4.15583483084962e-001°)
2.46036760414718e+003	(3.73276664027592e+001dB,4.12960144877270e-001°)
2.46603933723389e+003	(3.73276693680427e+001dB,4.10338994292677e-001°)
2.47172414501568e+003	(3.73276723133023e+001dB,4.07720017460267e-001°)
2.47742205763283e+003	(3.73276752386025e+001dB,4.05103200483687e-001°)
2.48313310529512e+003	(3.73276781440215e+001dB,4.02488529528218e-001°)
2.48885731828194e+003	(3.73276810296223e+001dB,3.99875990744003e-001°)
2.49459472694250e+003	(3.73276838954399e+001dB,3.97265570266217e-001°)
2.50034536169598e+003	(3.73276867415405e+001dB,3.94657254292961e-001°)
2.50610925303166e+003	(3.73276895680264e+001dB,3.92051029005797e-001°)
2.51188643150912e+003	(3.73276923749099e+001dB,3.89446880610684e-001°)
2.51767692775840e+003	(3.73276951622559e+001dB,3.86844795301523e-001°)
2.52348077248011e+003	(3.73276979301401e+001dB,3.84244759309975e-001°)
2.52929799644568e+003	(3.73277006786265e+001dB,3.81646758865478e-001°)
2.53512863049745e+003	(3.73277034077613e+001dB,3.79050780165522e-001°)
2.54097270554884e+003	(3.73277061175747e+001dB,3.76456809497108e-001°)
2.54683025258458e+003	(3.73277088081701e+001dB,3.73864833109003e-001°)
2.55270130266078e+003	(3.73277114796024e+001dB,3.71274837326343e-001°)
2.55858588690518e+003	(3.73277141318763e+001dB,3.68686808333125e-001°)
2.56448403651725e+003	(3.73277167651250e+001dB,3.66100732506422e-001°)
2.57039578276839e+003	(3.73277193793423e+001dB,3.63516596122352e-001°)
2.57632115700211e+003	(3.73277219746210e+001dB,3.60934385461473e-001°)
2.58226019063413e+003	(3.73277245509500e+001dB,3.58354086870515e-001°)
2.58821291515262e+003	(3.73277271084834e+001dB,3.55775686710562e-001°)
2.59417936211834e+003	(3.73277296472161e+001dB,3.53199171272244e-001°)
2.60015956316480e+003	(3.73277321672015e+001dB,3.50624526919951e-001°)
2.60615354999842e+003	(3.73277346684996e+001dB,3.48051740080137e-001°)
2.61216135439873e+003	(3.73277371511780e+001dB,3.45480797032293e-001°)
2.61818300821851e+003	(3.73277396152762e+001dB,3.42911684211893e-001°)
2.62421854338396e+003	(3.73277420608454e+001dB,3.40344388011025e-001°)
2.63026799189490e+003	(3.73277444879455e+001dB,3.37778894811215e-001°)
2.63633138582490e+003	(3.73277468966075e+001dB,3.35215191041914e-001°)
2.64240875732146e+003	(3.73277492869149e+001dB,3.32653263101284e-001°)
2.64850013860622e+003	(3.73277516589025e+001dB,3.30093097447984e-001°)
2.65460556197505e+003	(3.73277540126038e+001dB,3.27534680464162e-001°)
2.66072505979832e+003	(3.73277563480970e+001dB,3.24977998676202e-001°)
2.66685866452099e+003	(3.73277586653971e+001dB,3.22423038486348e-001°)
2.67300640866282e+003	(3.73277609646122e+001dB,3.19869786408379e-001°)
2.67916832481854e+003	(3.73277632457338e+001dB,3.17318228848943e-001°)
2.68534444565801e+003	(3.73277655088174e+001dB,3.14768352318527e-001°)
2.69153480392642e+003	(3.73277677539329e+001dB,3.12220143356137e-001°)
2.69773943244442e+003	(3.73277699811336e+001dB,3.09673588435660e-001°)
2.70395836410835e+003	(3.73277721904452e+001dB,3.07128674034448e-001°)
2.71019163189034e+003	(3.73277743819181e+001dB,3.04585386704846e-001°)
2.71643926883858e+003	(3.73277765556026e+001dB,3.02043712968387e-001°)
2.72270130807741e+003	(3.73277787115295e+001dB,2.99503639351793e-001°)
2.72897778280754e+003	(3.73277808497609e+001dB,2.96965152399592e-001°)
2.73526872630621e+003	(3.73277829703608e+001dB,2.94428238695894e-001°)
2.74157417192738e+003	(3.73277850733527e+001dB,2.91892884782908e-001°)
2.74789415310189e+003	(3.73277871587599e+001dB,2.89359077209301e-001°)
2.75422870333766e+003	(3.73277892266785e+001dB,2.86826802598447e-001°)
2.76057785621984e+003	(3.73277912770904e+001dB,2.84296047462526e-001°)
2.76694164541100e+003	(3.73277933100868e+001dB,2.81766798473127e-001°)
2.77332010465133e+003	(3.73277953256918e+001dB,2.79239042173032e-001°)
2.77971326775878e+003	(3.73277973239426e+001dB,2.76712765190491e-001°)
2.78612116862926e+003	(3.73277993049188e+001dB,2.74187954175259e-001°)
2.79254384123682e+003	(3.73278012686258e+001dB,2.71664595734348e-001°)
2.79898131963385e+003	(3.73278032150938e+001dB,2.69142676490700e-001°)
2.80543363795120e+003	(3.73278051443905e+001dB,2.66622183055300e-001°)
2.81190083039842e+003	(3.73278070565568e+001dB,2.64103102128227e-001°)
2.81838293126393e+003	(3.73278089516149e+001dB,2.61585420321800e-001°)
2.82487997491519e+003	(3.73278108296444e+001dB,2.59069124363622e-001°)
2.83139199579886e+003	(3.73278126906291e+001dB,2.56554200839660e-001°)
2.83791902844103e+003	(3.73278145346580e+001dB,2.54040636493355e-001°)
2.84446110744739e+003	(3.73278163617314e+001dB,2.51528417958540e-001°)
2.85101826750338e+003	(3.73278181719030e+001dB,2.49017531953907e-001°)
2.85759054337442e+003	(3.73278199652261e+001dB,2.46507965167825e-001°)
2.86417796990605e+003	(3.73278217417030e+001dB,2.43999704347249e-001°)
2.87078058202416e+003	(3.73278235014204e+001dB,2.41492736128337e-001°)
2.87739841473514e+003	(3.73278252443852e+001dB,2.38987047283259e-001°)
2.88403150312607e+003	(3.73278269706511e+001dB,2.36482624543221e-001°)
2.89067988236494e+003	(3.73278286802257e+001dB,2.33979454582809e-001°)
2.89734358770079e+003	(3.73278303731588e+001dB,2.31477524187492e-001°)
2.90402265446391e+003	(3.73278320494942e+001dB,2.28976820144359e-001°)
2.91071711806607e+003	(3.73278337092589e+001dB,2.26477329105098e-001°)
2.91742701400063e+003	(3.73278353525047e+001dB,2.23979037897620e-001°)
2.92415237784279e+003	(3.73278369792578e+001dB,2.21481933255891e-001°)
2.93089324524978e+003	(3.73278385895238e+001dB,2.18986001974812e-001°)
2.93764965196099e+003	(3.73278401833671e+001dB,2.16491230791401e-001°)
2.94442163379821e+003	(3.73278417608254e+001dB,2.13997606545008e-001°)
2.95120922666584e+003	(3.73278433219259e+001dB,2.11505116000720e-001°)
2.95801246655100e+003	(3.73278448666973e+001dB,2.09013745941234e-001°)
2.96483138952379e+003	(3.73278463951464e+001dB,2.06523483146491e-001°)
2.97166603173747e+003	(3.73278479073533e+001dB,2.04034314480448e-001°)
2.97851642942864e+003	(3.73278494033296e+001dB,2.01546226727273e-001°)
2.98538261891740e+003	(3.73278508831129e+001dB,1.99059206699602e-001°)
2.99226463660763e+003	(3.73278523467273e+001dB,1.96573241220896e-001°)
2.99916251898709e+003	(3.73278537941926e+001dB,1.94088317101425e-001°)
3.00607630262767e+003	(3.73278552255625e+001dB,1.91604421250239e-001°)
3.01300602418556e+003	(3.73278566408504e+001dB,1.89121540435811e-001°)
3.01995172040145e+003	(3.73278580401081e+001dB,1.86639661524728e-001°)
3.02691342810074e+003	(3.73278594233208e+001dB,1.84158771353007e-001°)
3.03389118419370e+003	(3.73278607905828e+001dB,1.81678856832724e-001°)
3.04088502567571e+003	(3.73278621418724e+001dB,1.79199904752973e-001°)
3.04789498962741e+003	(3.73278634772208e+001dB,1.76721902009715e-001°)
3.05492111321494e+003	(3.73278647966824e+001dB,1.74244835504230e-001°)
3.06196343369011e+003	(3.73278661002762e+001dB,1.71768692084535e-001°)
3.06902198839058e+003	(3.73278673880022e+001dB,1.69293458607579e-001°)
3.07609681474013e+003	(3.73278686599277e+001dB,1.66819121990757e-001°)
3.08318795024878e+003	(3.73278699160576e+001dB,1.64345669125596e-001°)
3.09029543251301e+003	(3.73278711564285e+001dB,1.61873086904340e-001°)
3.09741929921600e+003	(3.73278723810464e+001dB,1.59401362212644e-001°)
3.10455958812778e+003	(3.73278735899612e+001dB,1.56930481964252e-001°)
3.11171633710544e+003	(3.73278747831970e+001dB,1.54460433073995e-001°)
3.11888958409335e+003	(3.73278759607642e+001dB,1.51991202444123e-001°)
3.12607936712337e+003	(3.73278771226912e+001dB,1.49522777003433e-001°)
3.13328572431500e+003	(3.73278782689989e+001dB,1.47055143664164e-001°)
3.14050869387563e+003	(3.73278793997474e+001dB,1.44588289377527e-001°)
3.14774831410073e+003	(3.73278805149123e+001dB,1.42122201009513e-001°)
3.15500462337404e+003	(3.73278816145540e+001dB,1.39656865565348e-001°)
3.16227766016779e+003	(3.73278826986656e+001dB,1.37192269955758e-001°)
3.16956746304290e+003	(3.73278837672861e+001dB,1.34728401129343e-001°)
3.17687407064918e+003	(3.73278848204367e+001dB,1.32265245984101e-001°)
3.18419752172553e+003	(3.73278858581250e+001dB,1.29802791542211e-001°)
3.19153785510016e+003	(3.73278868804057e+001dB,1.27341024706399e-001°)
3.19889510969080e+003	(3.73278878872852e+001dB,1.24879932461314e-001°)
3.20626932450486e+003	(3.73278888787642e+001dB,1.22419501772844e-001°)
3.21366053863971e+003	(3.73278898548964e+001dB,1.19959719575944e-001°)
3.22106879128283e+003	(3.73278908156711e+001dB,1.17500572839405e-001°)
3.22849412171203e+003	(3.73278917611432e+001dB,1.15042048533566e-001°)
3.23593656929567e+003	(3.73278926913134e+001dB,1.12584133665145e-001°)
3.24339617349288e+003	(3.73278936061741e+001dB,1.10126815176365e-001°)
3.25087297385373e+003	(3.73278945057917e+001dB,1.07670080073336e-001°)
3.25836701001947e+003	(3.73278953901836e+001dB,1.05213915337952e-001°)
3.26587832172274e+003	(3.73278962593293e+001dB,1.02758307952725e-001°)
3.27340694878777e+003	(3.73278971132698e+001dB,1.00303244867453e-001°)
3.28095293113057e+003	(3.73278979520247e+001dB,9.78487131093153e-002°)
3.28851630875921e+003	(3.73278987756024e+001dB,9.53946996551789e-002°)
3.29609712177396e+003	(3.73278995840415e+001dB,9.29411915665656e-002°)
3.30369541036753e+003	(3.73279003773376e+001dB,9.04881757448697e-002°)
3.31131121482529e+003	(3.73279011555351e+001dB,8.80356392748364e-002°)
3.31894457552548e+003	(3.73279019186028e+001dB,8.55835691201204e-002°)
3.32659553293942e+003	(3.73279026665880e+001dB,8.31319522653910e-002°)
3.33426412763172e+003	(3.73279033995166e+001dB,8.06807758159123e-002°)
3.34195040026051e+003	(3.73279041173845e+001dB,7.82300266778548e-002°)
3.34965439157764e+003	(3.73279048202239e+001dB,7.57796919294249e-002°)
3.35737614242891e+003	(3.73279055080279e+001dB,7.33297585653585e-002°)
3.36511569375427e+003	(3.73279061808205e+001dB,7.08802135849794e-002°)
3.37287308658805e+003	(3.73279068386194e+001dB,6.84310440543599e-002°)
3.38064836205918e+003	(3.73279074814334e+001dB,6.59822369792304e-002°)
3.38844156139138e+003	(3.73279081092828e+001dB,6.35337793486967e-002°)
3.39625272590344e+003	(3.73279087221896e+001dB,6.10856582469165e-002°)
3.40408189700936e+003	(3.73279093201304e+001dB,5.86378606623227e-002°)
3.41192911621864e+003	(3.73279099031363e+001dB,5.61903736194251e-002°)
3.41979442513644e+003	(3.73279104712518e+001dB,5.37431841845627e-002°)
3.42767786546385e+003	(3.73279110244576e+001dB,5.12962793920168e-002°)
3.43557947899809e+003	(3.73279115627718e+001dB,4.88496462381901e-002°)
3.44349930763273e+003	(3.73279120861883e+001dB,4.64032718038261e-002°)
3.45143739335791e+003	(3.73279125947642e+001dB,4.39571430740577e-002°)
3.45939377826056e+003	(3.73279130884580e+001dB,4.15112471445823e-002°)
3.46736850452466e+003	(3.73279135672987e+001dB,3.90655710036680e-002°)
3.47536161443140e+003	(3.73279140313189e+001dB,3.66201017515832e-002°)
3.48337315035946e+003	(3.73279144804907e+001dB,3.41748263763569e-002°)
3.49140315478520e+003	(3.73279149148544e+001dB,3.17297319337743e-002°)
3.49945167028291e+003	(3.73279153344053e+001dB,2.92848054741020e-002°)
3.50751873952501e+003	(3.73279157391682e+001dB,2.68400340684029e-002°)
3.51560440528231e+003	(3.73279161291035e+001dB,2.43954047193688e-002°)
3.52370871042420e+003	(3.73279165042863e+001dB,2.19509045207616e-002°)
3.53183169791890e+003	(3.73279168646851e+001dB,1.95065204439520e-002°)
3.53997341083367e+003	(3.73279172103135e+001dB,1.70622396096720e-002°)
3.54813389233508e+003	(3.73279175411783e+001dB,1.46180490671983e-002°)
3.55631318568918e+003	(3.73279178572701e+001dB,1.21739358056530e-002°)
3.56451133426176e+003	(3.73279181586461e+001dB,9.72988694020173e-003°)
3.57272838151861e+003	(3.73279184452584e+001dB,7.28588948068311e-003°)
3.58096437102568e+003	(3.73279187171490e+001dB,4.84193048359654e-003°)
3.58921934644937e+003	(3.73279189742918e+001dB,2.39799699849428e-003°)
3.59749335155674e+003	(3.73279192167322e+001dB,-4.59239111191662e-005°)
3.60578643021574e+003	(3.73279194444446e+001dB,-2.48984520390829e-003°)
3.61409862639544e+003	(3.73279196574271e+001dB,-4.93377983469183e-003°)
3.62242998416629e+003	(3.73279198557275e+001dB,-7.37774074362185e-003°)
3.63078054770032e+003	(3.73279200393112e+001dB,-9.82174086801741e-003°)
3.63915036127138e+003	(3.73279202081888e+001dB,-1.22657931858434e-002°)
3.64753946925538e+003	(3.73279203623610e+001dB,-1.47099106346089e-002°)
3.65594791613055e+003	(3.73279205018455e+001dB,-1.71541061771464e-002°)
3.66437574647763e+003	(3.73279206266454e+001dB,-1.95983927276630e-002°)
3.67282300498014e+003	(3.73279207367462e+001dB,-2.20427832928264e-002°)
3.68128973642461e+003	(3.73279208321610e+001dB,-2.44872907797733e-002°)
3.68977598570080e+003	(3.73279209129120e+001dB,-2.69319281412893e-002°)
3.69828179780195e+003	(3.73279209789566e+001dB,-2.93767083618250e-002°)
3.70680721782505e+003	(3.73279210303180e+001dB,-3.18216443618439e-002°)
3.71535229097101e+003	(3.73279210669949e+001dB,-3.42667491137742e-002°)
3.72391706254497e+003	(3.73279210890173e+001dB,-3.67120356108387e-002°)
3.73250157795649e+003	(3.73279210963459e+001dB,-3.91575167376065e-002°)
3.74110588271982e+003	(3.73279210889841e+001dB,-4.16032054964958e-002°)
3.74973002245412e+003	(3.73279210669555e+001dB,-4.40491148249989e-002°)
3.75837404288372e+003	(3.73279210302354e+001dB,-4.64952577094485e-002°)
3.76703798983837e+003	(3.73279209788474e+001dB,-4.89416470912336e-002°)
3.77572190925344e+003	(3.73279209127742e+001dB,-5.13882959233380e-002°)
3.78442584717021e+003	(3.73279208320278e+001dB,-5.38352171885181e-002°)
3.79314984973609e+003	(3.73279207365770e+001dB,-5.62824238778327e-002°)
3.80189396320488e+003	(3.73279206264391e+001dB,-5.87299289116707e-002°)
3.81065823393700e+003	(3.73279205016294e+001dB,-6.11777452577247e-002°)
3.81944270839973e+003	(3.73279203621136e+001dB,-6.36258859193624e-002°)
3.82824743316749e+003	(3.73279202079240e+001dB,-6.60743638482555e-002°)
3.83707245492205e+003	(3.73279200389884e+001dB,-6.85231920346555e-002°)
3.84591782045280e+003	(3.73279198554051e+001dB,-7.09723834117017e-002°)
3.85478357665698e+003	(3.73279196570956e+001dB,-7.34219510253102e-002°)
3.86366977053995e+003	(3.73279194440662e+001dB,-7.58719077885078e-002°)
3.87257644921543e+003	(3.73279192163182e+001dB,-7.83222667370780e-002°)
3.88150365990574e+003	(3.73279189738749e+001dB,-8.07730407995891e-002°)
3.89045144994206e+003	(3.73279187166923e+001dB,-8.32242430088104e-002°)
3.89941986676468e+003	(3.73279184447893e+001dB,-8.56758863316371e-002°)
3.90840895792327e+003	(3.73279181581425e+001dB,-8.81279837537191e-002°)
3.91741877107708e+003	(3.73279178567409e+001dB,-9.05805482921078e-002°)
3.92644935399524e+003	(3.73279175406071e+001dB,-9.30335929239980e-002°)
3.93550075455702e+003	(3.73279172097328e+001dB,-9.54871306168939e-002°)
3.94457302075202e+003	(3.73279168640644e+001dB,-9.79411744431216e-002°)
3.95366620068052e+003	(3.73279165036581e+001dB,-1.00395737370062e-001°)
3.96278034255363e+003	(3.73279161284558e+001dB,-1.02850832376530e-001°)
3.97191549469364e+003	(3.73279157384774e+001dB,-1.05306472500834e-001°)
3.98107170553420e+003	(3.73279153336873e+001dB,-1.07762670766856e-001°)
3.99024902362065e+003	(3.73279149141324e+001dB,-1.10219440139171e-001°)
3.99944749761020e+003	(3.73279144797252e+001dB,-1.12676793672357e-001°)
4.00866717627225e+003	(3.73279140305267e+001dB,-1.15134744410404e-001°)
4.01790810848862e+003	(3.73279135665032e+001dB,-1.17593305328327e-001°)
4.02717034325381e+003	(3.73279130876270e+001dB,-1.20052489438017e-001°)
4.03645392967527e+003	(3.73279125938971e+001dB,-1.22512309876566e-001°)
4.04575891697364e+003	(3.73279120853229e+001dB,-1.24972779570077e-001°)
4.05508535448305e+003	(3.73279115618498e+001dB,-1.27433911584144e-001°)
4.06443329165134e+003	(3.73279110235292e+001dB,-1.29895718939875e-001°)
4.07380277804034e+003	(3.73279104702861e+001dB,-1.32358214759643e-001°)
4.08319386332613e+003	(3.73279099021586e+001dB,-1.34821412023967e-001°)
4.09260659729932e+003	(3.73279093191053e+001dB,-1.37285323795737e-001°)
4.10204102986527e+003	(3.73279087211236e+001dB,-1.39749963145865e-001°)
4.11149721104443e+003	(3.73279081082000e+001dB,-1.42215343112488e-001°)
4.12097519097250e+003	(3.73279074803350e+001dB,-1.44681476759305e-001°)
4.13047501990081e+003	(3.73279068374970e+001dB,-1.47148377168566e-001°)
4.13999674819650e+003	(3.73279061796763e+001dB,-1.49616057395186e-001°)
4.14954042634282e+003	(3.73279055068443e+001dB,-1.52084530559947e-001°)
4.15910610493941e+003	(3.73279048190167e+001dB,-1.54553809668891e-001°)
4.16869383470254e+003	(3.73279041161655e+001dB,-1.57023907856440e-001°)
4.17830366646541e+003	(3.73279033982573e+001dB,-1.59494838210948e-001°)
4.18793565117837e+003	(3.73279026653053e+001dB,-1.61966613796176e-001°)
4.19758983990926e+003	(3.73279019172933e+001dB,-1.64439247721766e-001°)
4.20726628384362e+003	(3.73279011541934e+001dB,-1.66912753101272e-001°)
4.21696503428500e+003	(3.73279003759828e+001dB,-1.69387143023731e-001°)
4.22668614265521e+003	(3.73278995826568e+001dB,-1.71862430610293e-001°)
4.23642966049459e+003	(3.73278987741949e+001dB,-1.74338628981273e-001°)
4.24619563946230e+003	(3.73278979505831e+001dB,-1.76815751192936e-001°)
4.25598413133660e+003	(3.73278971117980e+001dB,-1.79293810490433e-001°)
4.26579518801510e+003	(3.73278962578257e+001dB,-1.81772819917358e-001°)
4.27562886151503e+003	(3.73278953886381e+001dB,-1.84252792610654e-001°)
4.28548520397356e+003	(3.73278945042451e+001dB,-1.86733741772444e-001°)
4.29536426764803e+003	(3.73278936045891e+001dB,-1.89215680479757e-001°)
4.30526610491627e+003	(3.73278926896936e+001dB,-1.91698621909066e-001°)
4.31519076827681e+003	(3.73278917594974e+001dB,-1.94182579234544e-001°)
4.32513831034924e+003	(3.73278908140179e+001dB,-1.96667565565942e-001°)
4.33510878387444e+003	(3.73278898531939e+001dB,-1.99153594130811e-001°)
4.34510224171487e+003	(3.73278888770532e+001dB,-2.01640678039033e-001°)
4.35511873685484e+003	(3.73278878855404e+001dB,-2.04128830523361e-001°)
4.36515832240081e+003	(3.73278868786412e+001dB,-2.06618064753402e-001°)
4.37522105158167e+003	(3.73278858563454e+001dB,-2.09108393887003e-001°)
4.38530697774900e+003	(3.73278848186053e+001dB,-2.11599831175465e-001°)
4.39541615437739e+003	(3.73278837654232e+001dB,-2.14092389753441e-001°)
4.40554863506467e+003	(3.73278826967657e+001dB,-2.16586082889416e-001°)
4.41570447353226e+003	(3.73278816126470e+001dB,-2.19080923735112e-001°)
4.42588372362540e+003	(3.73278805129765e+001dB,-2.21576925580286e-001°)
4.43608643931346e+003	(3.73278793977783e+001dB,-2.24074101584229e-001°)
4.44631267469022e+003	(3.73278782670242e+001dB,-2.26572464985007e-001°)
4.45656248397416e+003	(3.73278771206618e+001dB,-2.29072029076648e-001°)
4.46683592150876e+003	(3.73278759587111e+001dB,-2.31572807044154e-001°)
4.47713304176275e+003	(3.73278747811144e+001dB,-2.34074812164561e-001°)
4.48745389933044e+003	(3.73278735878577e+001dB,-2.36578057677813e-001°)
4.49779854893200e+003	(3.73278723789112e+001dB,-2.39082556862021e-001°)
4.50816704541372e+003	(3.73278711542401e+001dB,-2.41588322979359e-001°)
4.51855944374834e+003	(3.73278699138500e+001dB,-2.44095369329656e-001°)
4.52897579903532e+003	(3.73278686577046e+001dB,-2.46603709114856e-001°)
4.53941616650114e+003	(3.73278673857450e+001dB,-2.49113355738840e-001°)
4.54988060149959e+003	(3.73278660979778e+001dB,-2.51624322427061e-001°)
4.56036915951207e+003	(3.73278647943710e+001dB,-2.54136622466808e-001°)
4.57088189614785e+003	(3.73278634748733e+001dB,-2.56650269283202e-001°)
4.58141886714444e+003	(3.73278621394923e+001dB,-2.59165276038463e-001°)
