Freq.	I(R6)/I(R3)
3.97191549469407e+001	(3.50143475423112e+001dB,3.99889912563154e+001°)
3.98107170553464e+001	(3.50225981283460e+001dB,3.99240308020687e+001°)
3.99024902362108e+001	(3.50308264022538e+001dB,3.98590966399518e+001°)
3.99944749761064e+001	(3.50390323822331e+001dB,3.97941890924856e+001°)
4.00866717627269e+001	(3.50472160866987e+001dB,3.97293084815114e+001°)
4.01790810848906e+001	(3.50553775342814e+001dB,3.96644551281825e+001°)
4.02717034325425e+001	(3.50635167438113e+001dB,3.95996293529593e+001°)
4.03645392967571e+001	(3.50716337343348e+001dB,3.95348314755987e+001°)
4.04575891697408e+001	(3.50797285251178e+001dB,3.94700618151483e+001°)
4.05508535448350e+001	(3.50878011356203e+001dB,3.94053206899404e+001°)
4.06443329165178e+001	(3.50958515855206e+001dB,3.93406084175810e+001°)
4.07380277804078e+001	(3.51038798947228e+001dB,3.92759253149464e+001°)
4.08319386332658e+001	(3.51118860833045e+001dB,3.92112716981740e+001°)
4.09260659729976e+001	(3.51198701715681e+001dB,3.91466478826551e+001°)
4.10204102986572e+001	(3.51278321800218e+001dB,3.90820541830280e+001°)
4.11149721104487e+001	(3.51357721294005e+001dB,3.90174909131716e+001°)
4.12097519097295e+001	(3.51436900405879e+001dB,3.89529583861978e+001°)
4.13047501990126e+001	(3.51515859347140e+001dB,3.88884569144432e+001°)
4.13999674819695e+001	(3.51594598331061e+001dB,3.88239868094658e+001°)
4.14954042634328e+001	(3.51673117573011e+001dB,3.87595483820331e+001°)
4.15910610493987e+001	(3.51751417290369e+001dB,3.86951419421202e+001°)
4.16869383470300e+001	(3.51829497701749e+001dB,3.86307677988993e+001°)
4.17830366646586e+001	(3.51907359029002e+001dB,3.85664262607345e+001°)
4.18793565117883e+001	(3.51985001495453e+001dB,3.85021176351755e+001°)
4.19758983990972e+001	(3.52062425325922e+001dB,3.84378422289495e+001°)
4.20726628384408e+001	(3.52139630747789e+001dB,3.83736003479564e+001°)
4.21696503428546e+001	(3.52216617990116e+001dB,3.83093922972602e+001°)
4.22668614265567e+001	(3.52293387284136e+001dB,3.82452183810846e+001°)
4.23642966049505e+001	(3.52369938862892e+001dB,3.81810789028048e+001°)
4.24619563946276e+001	(3.52446272961200e+001dB,3.81169741649419e+001°)
4.25598413133707e+001	(3.52522389816088e+001dB,3.80529044691562e+001°)
4.26579518801556e+001	(3.52598289666439e+001dB,3.79888701162416e+001°)
4.27562886151549e+001	(3.52673972752671e+001dB,3.79248714061182e+001°)
4.28548520397403e+001	(3.52749439317695e+001dB,3.78609086378271e+001°)
4.29536426764850e+001	(3.52824689605809e+001dB,3.77969821095240e+001°)
4.30526610491674e+001	(3.52899723863320e+001dB,3.77330921184725e+001°)
4.31519076827728e+001	(3.52974542338723e+001dB,3.76692389610381e+001°)
4.32513831034971e+001	(3.53049145281771e+001dB,3.76054229326833e+001°)
4.33510878387492e+001	(3.53123532944589e+001dB,3.75416443279602e+001°)
4.34510224171534e+001	(3.53197705580965e+001dB,3.74779034405063e+001°)
4.35511873685531e+001	(3.53271663446740e+001dB,3.74142005630361e+001°)
4.36515832240128e+001	(3.53345406798648e+001dB,3.73505359873382e+001°)
4.37522105158214e+001	(3.53418935896769e+001dB,3.72869100042673e+001°)
4.38530697774948e+001	(3.53492251001364e+001dB,3.72233229037393e+001°)
4.39541615437787e+001	(3.53565352375698e+001dB,3.71597749747266e+001°)
4.40554863506515e+001	(3.53638240284066e+001dB,3.70962665052505e+001°)
4.41570447353274e+001	(3.53710914993129e+001dB,3.70327977823780e+001°)
4.42588372362588e+001	(3.53783376770788e+001dB,3.69693690922139e+001°)
4.43608643931394e+001	(3.53855625886983e+001dB,3.69059807198971e+001°)
4.44631267469070e+001	(3.53927662613274e+001dB,3.68426329495945e+001°)
4.45656248397465e+001	(3.53999487222846e+001dB,3.67793260644973e+001°)
4.46683592150924e+001	(3.54071099991219e+001dB,3.67160603468116e+001°)
4.47713304176324e+001	(3.54142501194791e+001dB,3.66528360777583e+001°)
4.48745389933093e+001	(3.54213691112001e+001dB,3.65896535375643e+001°)
4.49779854893249e+001	(3.54284670023074e+001dB,3.65265130054594e+001°)
4.50816704541421e+001	(3.54355438209917e+001dB,3.64634147596691e+001°)
4.51855944374883e+001	(3.54425995955867e+001dB,3.64003590774137e+001°)
4.52897579903581e+001	(3.54496343545938e+001dB,3.63373462348980e+001°)
4.53941616650164e+001	(3.54566481267280e+001dB,3.62743765073097e+001°)
4.54988060150009e+001	(3.54636409408048e+001dB,3.62114501688149e+001°)
4.56036915951256e+001	(3.54706128258201e+001dB,3.61485674925521e+001°)
4.57088189614835e+001	(3.54775638109511e+001dB,3.60857287506270e+001°)
4.58141886714494e+001	(3.54844939255351e+001dB,3.60229342141097e+001°)
4.59198012836829e+001	(3.54914031990370e+001dB,3.59601841530287e+001°)
4.60256573581316e+001	(3.54982916611111e+001dB,3.58974788363657e+001°)
4.61317574560339e+001	(3.55051593415545e+001dB,3.58348185320542e+001°)
4.62381021399220e+001	(3.55120062703221e+001dB,3.57722035069710e+001°)
4.63446919736248e+001	(3.55188324775300e+001dB,3.57096340269341e+001°)
4.64515275222709e+001	(3.55256379934271e+001dB,3.56471103566998e+001°)
4.65586093522918e+001	(3.55324228484379e+001dB,3.55846327599550e+001°)
4.66659380314248e+001	(3.55391870731425e+001dB,3.55222014993143e+001°)
4.67735141287157e+001	(3.55459306982344e+001dB,3.54598168363183e+001°)
4.68813382145224e+001	(3.55526537546101e+001dB,3.53974790314258e+001°)
4.69894108605174e+001	(3.55593562732783e+001dB,3.53351883440122e+001°)
4.70977326396912e+001	(3.55660382853862e+001dB,3.52729450323646e+001°)
4.72063041263549e+001	(3.55726998222473e+001dB,3.52107493536778e+001°)
4.73151258961439e+001	(3.55793409153371e+001dB,3.51486015640507e+001°)
4.74241985260203e+001	(3.55859615962300e+001dB,3.50865019184834e+001°)
4.75335225942763e+001	(3.55925618966901e+001dB,3.50244506708714e+001°)
4.76430986805374e+001	(3.55991418485686e+001dB,3.49624480740036e+001°)
4.77529273657649e+001	(3.56057014839484e+001dB,3.49004943795580e+001°)
4.78630092322596e+001	(3.56122408349076e+001dB,3.48385898380979e+001°)
4.79733448636647e+001	(3.56187599338321e+001dB,3.47767346990693e+001°)
4.80839348449686e+001	(3.56252588130913e+001dB,3.47149292107965e+001°)
4.81947797625085e+001	(3.56317375052992e+001dB,3.46531736204790e+001°)
4.83058802039730e+001	(3.56381960431639e+001dB,3.45914681741883e+001°)
4.84172367584057e+001	(3.56446344595086e+001dB,3.45298131168640e+001°)
4.85288500162078e+001	(3.56510527873209e+001dB,3.44682086923128e+001°)
4.86407205691419e+001	(3.56574510597136e+001dB,3.44066551432008e+001°)
4.87528490103343e+001	(3.56638293098954e+001dB,3.43451527110554e+001°)
4.88652359342790e+001	(3.56701875712671e+001dB,3.42837016362595e+001°)
4.89778819368403e+001	(3.56765258773168e+001dB,3.42223021580477e+001°)
4.90907876152560e+001	(3.56828442616538e+001dB,3.41609545145069e+001°)
4.92039535681407e+001	(3.56891427580397e+001dB,3.40996589425694e+001°)
4.93173803954892e+001	(3.56954214003244e+001dB,3.40384156780119e+001°)
4.94310686986791e+001	(3.57016802225317e+001dB,3.39772249554532e+001°)
4.95450190804746e+001	(3.57079192587512e+001dB,3.39160870083505e+001°)
4.96592321450292e+001	(3.57141385432640e+001dB,3.38550020689976e+001°)
4.97737084978892e+001	(3.57203381103850e+001dB,3.37939703685223e+001°)
4.98884487459968e+001	(3.57265179946074e+001dB,3.37329921368812e+001°)
5.00034534976934e+001	(3.57326782305308e+001dB,3.36720676028614e+001°)
5.01187233627228e+001	(3.57388188528764e+001dB,3.36111969940753e+001°)
5.02342589522342e+001	(3.57449398964513e+001dB,3.35503805369593e+001°)
5.03500608787860e+001	(3.57510413962107e+001dB,3.34896184567702e+001°)
5.04661297563483e+001	(3.57571233872190e+001dB,3.34289109775852e+001°)
5.05824662003069e+001	(3.57631859046133e+001dB,3.33682583222969e+001°)
5.06990708274659e+001	(3.57692289837287e+001dB,3.33076607126134e+001°)
5.08159442560515e+001	(3.57752526599035e+001dB,3.32471183690547e+001°)
5.09330871057150e+001	(3.57812569686475e+001dB,3.31866315109527e+001°)
5.10504999975361e+001	(3.57872419455780e+001dB,3.31262003564462e+001°)
5.11681835540262e+001	(3.57932076263935e+001dB,3.30658251224809e+001°)
5.12861383991319e+001	(3.57991540469201e+001dB,3.30055060248077e+001°)
5.14043651582380e+001	(3.58050812430566e+001dB,3.29452432779800e+001°)
5.15228644581710e+001	(3.58109892508485e+001dB,3.28850370953525e+001°)
5.16416369272025e+001	(3.58168781064298e+001dB,3.28248876890789e+001°)
5.17606831950521e+001	(3.58227478459966e+001dB,3.27647952701107e+001°)
5.18800038928915e+001	(3.58285985058988e+001dB,3.27047600481957e+001°)
5.19995996533469e+001	(3.58344301225368e+001dB,3.26447822318758e+001°)
5.21194711105034e+001	(3.58402427324487e+001dB,3.25848620284860e+001°)
5.22396188999073e+001	(3.58460363722357e+001dB,3.25249996441532e+001°)
5.23600436585703e+001	(3.58518110786302e+001dB,3.24651952837937e+001°)
5.24807460249725e+001	(3.58575668884207e+001dB,3.24054491511139e+001°)
5.26017266390659e+001	(3.58633038385188e+001dB,3.23457614486067e+001°)
5.27229861422775e+001	(3.58690219659001e+001dB,3.22861323775508e+001°)
5.28445251775133e+001	(3.58747213076498e+001dB,3.22265621380117e+001°)
5.29663443891610e+001	(3.58804019009339e+001dB,3.21670509288373e+001°)
5.30884444230940e+001	(3.58860637830132e+001dB,3.21075989476596e+001°)
5.32108259266746e+001	(3.58917069912283e+001dB,3.20482063908912e+001°)
5.33334895487573e+001	(3.58973315630092e+001dB,3.19888734537267e+001°)
5.34564359396923e+001	(3.59029375358766e+001dB,3.19296003301407e+001°)
5.35796657513293e+001	(3.59085249474156e+001dB,3.18703872128861e+001°)
5.37031796370204e+001	(3.59140938353109e+001dB,3.18112342934941e+001°)
5.38269782516240e+001	(3.59196442373120e+001dB,3.17521417622750e+001°)
5.39510622515079e+001	(3.59251761912782e+001dB,3.16931098083142e+001°)
5.40754322945532e+001	(3.59306897351152e+001dB,3.16341386194738e+001°)
5.42000890401575e+001	(3.59361849068395e+001dB,3.15752283823922e+001°)
5.43250331492384e+001	(3.59416617444951e+001dB,3.15163792824817e+001°)
5.44502652842372e+001	(3.59471202862609e+001dB,3.14575915039298e+001°)
5.45757861091221e+001	(3.59525605703484e+001dB,3.13988652296982e+001°)
5.47015962893922e+001	(3.59579826350669e+001dB,3.13402006415215e+001°)
5.48276964920804e+001	(3.59633865187628e+001dB,3.12815979199078e+001°)
5.49540873857574e+001	(3.59687722598902e+001dB,3.12230572441389e+001°)
5.50807696405353e+001	(3.59741398969758e+001dB,3.11645787922685e+001°)
5.52077439280707e+001	(3.59794894685704e+001dB,3.11061627411234e+001°)
5.53350109215686e+001	(3.59848210133330e+001dB,3.10478092663020e+001°)
5.54625712957860e+001	(3.59901345699814e+001dB,3.09895185421758e+001°)
5.55904257270353e+001	(3.59954301773020e+001dB,3.09312907418874e+001°)
5.57185748931879e+001	(3.60007078741244e+001dB,3.08731260373538e+001°)
5.58470194736780e+001	(3.60059676993645e+001dB,3.08150245992608e+001°)
5.59757601495059e+001	(3.60112096919847e+001dB,3.07569865970696e+001°)
5.61047976032419e+001	(3.60164338910276e+001dB,3.06990121990115e+001°)
5.62341325190298e+001	(3.60216403355752e+001dB,3.06411015720928e+001°)
5.63637655825903e+001	(3.60268290647805e+001dB,3.05832548820898e+001°)
5.64936974812251e+001	(3.60320001178546e+001dB,3.05254722935545e+001°)
5.66239289038201e+001	(3.60371535340564e+001dB,3.04677539698102e+001°)
5.67544605408495e+001	(3.60422893527022e+001dB,3.04101000729555e+001°)
5.68852930843789e+001	(3.60474076131732e+001dB,3.03525107638623e+001°)
5.70164272280695e+001	(3.60525083549006e+001dB,3.02949862021776e+001°)
5.71478636671814e+001	(3.60575916173748e+001dB,3.02375265463227e+001°)
5.72796030985776e+001	(3.60626574401141e+001dB,3.01801319534957e+001°)
5.74116462207274e+001	(3.60677058626856e+001dB,3.01228025796704e+001°)
5.75439937337104e+001	(3.60727369247596e+001dB,3.00655385795974e+001°)
5.76766463392197e+001	(3.60777506659827e+001dB,3.00083401068059e+001°)
5.78096047405665e+001	(3.60827471260985e+001dB,2.99512073136010e+001°)
5.79428696426827e+001	(3.60877263448701e+001dB,2.98941403510692e+001°)
5.80764417521258e+001	(3.60926883621384e+001dB,2.98371393690765e+001°)
5.82103217770817e+001	(3.60976332177311e+001dB,2.97802045162683e+001°)
5.83445104273691e+001	(3.61025609515842e+001dB,2.97233359400736e+001°)
5.84790084144426e+001	(3.61074716036382e+001dB,2.96665337867018e+001°)
5.86138164513974e+001	(3.61123652138747e+001dB,2.96097982011480e+001°)
5.87489352529722e+001	(3.61172418223142e+001dB,2.95531293271902e+001°)
5.88843655355534e+001	(3.61221014690478e+001dB,2.94965273073932e+001°)
5.90201080171789e+001	(3.61269441941649e+001dB,2.94399922831075e+001°)
5.91561634175419e+001	(3.61317700378034e+001dB,2.93835243944726e+001°)
5.92925324579945e+001	(3.61365790401367e+001dB,2.93271237804165e+001°)
5.94292158615517e+001	(3.61413712414101e+001dB,2.92707905786577e+001°)
5.95662143528955e+001	(3.61461466818162e+001dB,2.92145249257057e+001°)
5.97035286583781e+001	(3.61509054016546e+001dB,2.91583269568643e+001°)
5.98411595060264e+001	(3.61556474412648e+001dB,2.91021968062295e+001°)
5.99791076255454e+001	(3.61603728409479e+001dB,2.90461346066950e+001°)
6.01173737483222e+001	(3.61650816410894e+001dB,2.89901404899503e+001°)
6.02559586074302e+001	(3.61697738820723e+001dB,2.89342145864842e+001°)
6.03948629376324e+001	(3.61744496043662e+001dB,2.88783570255849e+001°)
6.05340874753857e+001	(3.61791088483724e+001dB,2.88225679353425e+001°)
6.06736329588449e+001	(3.61837516546063e+001dB,2.87668474426502e+001°)
6.08135001278661e+001	(3.61883780635558e+001dB,2.87111956732062e+001°)
6.09536897240112e+001	(3.61929881157522e+001dB,2.86556127515153e+001°)
6.10942024905515e+001	(3.61975818517410e+001dB,2.86000988008899e+001°)
6.12350391724716e+001	(3.62021593120828e+001dB,2.85446539434525e+001°)
6.13762005164737e+001	(3.62067205373906e+001dB,2.84892783001375e+001°)
6.15176872709811e+001	(3.62112655682715e+001dB,2.84339719906924e+001°)
6.16595001861425e+001	(3.62157944453386e+001dB,2.83787351336801e+001°)
6.18016400138358e+001	(3.62203072092611e+001dB,2.83235678464813e+001°)
6.19441075076723e+001	(3.62248039007007e+001dB,2.82684702452948e+001°)
6.20869034230005e+001	(3.62292845603334e+001dB,2.82134424451406e+001°)
6.22300285169101e+001	(3.62337492288649e+001dB,2.81584845598621e+001°)
6.23734835482361e+001	(3.62381979469995e+001dB,2.81035967021280e+001°)
6.25172692775627e+001	(3.62426307554687e+001dB,2.80487789834332e+001°)
6.26613864672277e+001	(3.62470476949993e+001dB,2.79940315141023e+001°)
6.28058358813259e+001	(3.62514488063329e+001dB,2.79393544032911e+001°)
6.29506182857138e+001	(3.62558341302576e+001dB,2.78847477589879e+001°)
6.30957344480134e+001	(3.62602037075261e+001dB,2.78302116880190e+001°)
6.32411851376160e+001	(3.62645575788957e+001dB,2.77757462960456e+001°)
6.33869711256867e+001	(3.62688957851686e+001dB,2.77213516875711e+001°)
6.35330931851684e+001	(3.62732183671406e+001dB,2.76670279659397e+001°)
6.36795520907856e+001	(3.62775253656006e+001dB,2.76127752333415e+001°)
6.38263486190489e+001	(3.62818168213480e+001dB,2.75585935908121e+001°)
6.39734835482588e+001	(3.62860927752056e+001dB,2.75044831382380e+001°)
6.41209576585101e+001	(3.62903532679502e+001dB,2.74504439743562e+001°)
6.42687717316959e+001	(3.62945983404340e+001dB,2.73964761967593e+001°)
6.44169265515117e+001	(3.62988280334460e+001dB,2.73425799018939e+001°)
6.45654229034595e+001	(3.63030423877962e+001dB,2.72887551850691e+001°)
6.47142615748522e+001	(3.63072414443183e+001dB,2.72350021404525e+001°)
6.48634433548177e+001	(3.63114252437963e+001dB,2.71813208610783e+001°)
6.50129690343029e+001	(3.63155938270855e+001dB,2.71277114388459e+001°)
6.51628394060781e+001	(3.63197472349340e+001dB,2.70741739645243e+001°)
6.53130552647411e+001	(3.63238855081849e+001dB,2.70207085277554e+001°)
6.54636174067213e+001	(3.63280086876298e+001dB,2.69673152170536e+001°)
6.56145266302843e+001	(3.63321168140748e+001dB,2.69139941198133e+001°)
6.57657837355358e+001	(3.63362099283033e+001dB,2.68607453223074e+001°)
6.59173895244259e+001	(3.63402880710611e+001dB,2.68075689096914e+001°)
6.60693448007533e+001	(3.63443512831796e+001dB,2.67544649660065e+001°)
6.62216503701699e+001	(3.63483996053716e+001dB,2.67014335741835e+001°)
6.63743070401845e+001	(3.63524330784243e+001dB,2.66484748160418e+001°)
6.65273156201678e+001	(3.63564517430731e+001dB,2.65955887722975e+001°)
6.66806769213558e+001	(3.63604556400435e+001dB,2.65427755225616e+001°)
6.68343917568551e+001	(3.63644448100634e+001dB,2.64900351453453e+001°)
6.69884609416462e+001	(3.63684192938507e+001dB,2.64373677180629e+001°)
6.71428852925888e+001	(3.63723791320982e+001dB,2.63847733170341e+001°)
6.72976656284253e+001	(3.63763243654708e+001dB,2.63322520174867e+001°)
6.74528027697857e+001	(3.63802550346522e+001dB,2.62798038935601e+001°)
6.76082975391917e+001	(3.63841711802848e+001dB,2.62274290183092e+001°)
6.77641507610610e+001	(3.63880728430025e+001dB,2.61751274637049e+001°)
6.79203632617119e+001	(3.63919600634282e+001dB,2.61228993006406e+001°)
6.80769358693676e+001	(3.63958328821295e+001dB,2.60707445989315e+001°)
6.82338694141604e+001	(3.63996913397454e+001dB,2.60186634273207e+001°)
6.83911647281363e+001	(3.64035354767921e+001dB,2.59666558534810e+001°)
6.85488226452595e+001	(3.64073653338264e+001dB,2.59147219440179e+001°)
6.87068440014166e+001	(3.64111809513415e+001dB,2.58628617644743e+001°)
6.88652296344210e+001	(3.64149823698515e+001dB,2.58110753793308e+001°)
6.90239803840175e+001	(3.64187696298528e+001dB,2.57593628520113e+001°)
6.91830970918870e+001	(3.64225427717654e+001dB,2.57077242448864e+001°)
6.93425806016502e+001	(3.64263018360235e+001dB,2.56561596192742e+001°)
6.95024317588729e+001	(3.64300468630311e+001dB,2.56046690354462e+001°)
6.96626514110701e+001	(3.64337778931626e+001dB,2.55532525526298e+001°)
6.98232404077104e+001	(3.64374949667708e+001dB,2.55019102290104e+001°)
6.99841996002205e+001	(3.64411981241707e+001dB,2.54506421217351e+001°)
7.01455298419903e+001	(3.64448874056659e+001dB,2.53994482869188e+001°)
7.03072319883765e+001	(3.64485628515238e+001dB,2.53483287796433e+001°)
7.04693068967078e+001	(3.64522245019893e+001dB,2.52972836539636e+001°)
7.06317554262893e+001	(3.64558723972437e+001dB,2.52463129629094e+001°)
7.07945784384069e+001	(3.64595065775084e+001dB,2.51954167584911e+001°)
7.09577767963320e+001	(3.64631270828952e+001dB,2.51445950916998e+001°)
7.11213513653260e+001	(3.64667339535327e+001dB,2.50938480125146e+001°)
7.12853030126450e+001	(3.64703272294916e+001dB,2.50431755699013e+001°)
7.14496326075444e+001	(3.64739069508581e+001dB,2.49925778118219e+001°)
7.16143410212832e+001	(3.64774731576251e+001dB,2.49420547852312e+001°)
7.17794291271292e+001	(3.64810258897583e+001dB,2.48916065360867e+001°)
7.19448978003629e+001	(3.64845651872327e+001dB,2.48412331093484e+001°)
7.21107479182829e+001	(3.64880910899591e+001dB,2.47909345489816e+001°)
7.22769803602100e+001	(3.64916036378065e+001dB,2.47407108979650e+001°)
7.24435960074919e+001	(3.64951028706000e+001dB,2.46905621982885e+001°)
7.26105957435084e+001	(3.64985888281557e+001dB,2.46404884909621e+001°)
7.27779804536753e+001	(3.65020615502397e+001dB,2.45904898160153e+001°)
7.29457510254497e+001	(3.65055210765804e+001dB,2.45405662125020e+001°)
7.31139083483346e+001	(3.65089674468643e+001dB,2.44907177185060e+001°)
7.32824533138832e+001	(3.65124007007081e+001dB,2.44409443711418e+001°)
7.34513868157043e+001	(3.65158208777478e+001dB,2.43912462065609e+001°)
7.36207097494664e+001	(3.65192280175339e+001dB,2.43416232599538e+001°)
7.37904230129028e+001	(3.65226221596059e+001dB,2.42920755655518e+001°)
7.39605275058165e+001	(3.65260033434125e+001dB,2.42426031566360e+001°)
7.41310241300845e+001	(3.65293716084301e+001dB,2.41932060655355e+001°)
7.43019137896628e+001	(3.65327269940149e+001dB,2.41438843236350e+001°)
7.44731973905916e+001	(3.65360695395469e+001dB,2.40946379613760e+001°)
7.46448758409993e+001	(3.65393992843107e+001dB,2.40454670082613e+001°)
7.48169500511081e+001	(3.65427162675936e+001dB,2.39963714928600e+001°)
7.49894209332382e+001	(3.65460205285658e+001dB,2.39473514428087e+001°)
7.51622894018131e+001	(3.65493121064517e+001dB,2.38984068848175e+001°)
7.53355563733643e+001	(3.65525910403302e+001dB,2.38495378446732e+001°)
7.55092227665359e+001	(3.65558573692923e+001dB,2.38007443472427e+001°)
7.56832895020899e+001	(3.65591111323715e+001dB,2.37520264164752e+001°)
7.58577575029109e+001	(3.65623523685369e+001dB,2.37033840754099e+001°)
7.60326276940107e+001	(3.65655811167078e+001dB,2.36548173461763e+001°)
7.62079010025337e+001	(3.65687974157849e+001dB,2.36063262499999e+001°)
7.63835783577615e+001	(3.65720013045883e+001dB,2.35579108072055e+001°)
7.65596606911181e+001	(3.65751928219133e+001dB,2.35095710372194e+001°)
7.67361489361743e+001	(3.65783720064436e+001dB,2.34613069585762e+001°)
7.69130440286533e+001	(3.65815388969108e+001dB,2.34131185889211e+001°)
7.70903469064354e+001	(3.65846935319141e+001dB,2.33650059450123e+001°)
7.72680585095626e+001	(3.65878359500252e+001dB,2.33169690427281e+001°)
7.74461797802442e+001	(3.65909661897754e+001dB,2.32690078970682e+001°)
7.76247116628615e+001	(3.65940842896208e+001dB,2.32211225221579e+001°)
7.78036551039727e+001	(3.65971902879771e+001dB,2.31733129312541e+001°)
7.79830110523181e+001	(3.66002842232054e+001dB,2.31255791367444e+001°)
7.81627804588252e+001	(3.66033661336331e+001dB,2.30779211501570e+001°)
7.83429642766134e+001	(3.66064360574698e+001dB,2.30303389821607e+001°)
7.85235634609994e+001	(3.66094940329114e+001dB,2.29828326425681e+001°)
7.87045789695020e+001	(3.66125400981120e+001dB,2.29354021403440e+001°)
7.88860117618476e+001	(3.66155742911630e+001dB,2.28880474836048e+001°)
7.90678627999746e+001	(3.66185966500605e+001dB,2.28407686796228e+001°)
7.92501330480393e+001	(3.66216072128023e+001dB,2.27935657348340e+001°)
7.94328234724202e+001	(3.66246060172580e+001dB,2.27464386548370e+001°)
7.96159350417239e+001	(3.66275931013032e+001dB,2.26993874444002e+001°)
7.97994687267897e+001	(3.66305685027275e+001dB,2.26524121074644e+001°)
7.99834255006948e+001	(3.66335322592416e+001dB,2.26055126471487e+001°)
8.01678063387599e+001	(3.66364844085468e+001dB,2.25586890657502e+001°)
8.03526122185537e+001	(3.66394249882285e+001dB,2.25119413647526e+001°)
8.05378441198986e+001	(3.66423540358652e+001dB,2.24652695448260e+001°)
8.07235030248757e+001	(3.66452715889214e+001dB,2.24186736058344e+001°)
8.09095899178301e+001	(3.66481776848369e+001dB,2.23721535468390e+001°)
8.10961057853759e+001	(3.66510723609862e+001dB,2.23257093660978e+001°)
8.12830516164018e+001	(3.66539556546622e+001dB,2.22793410610761e+001°)
8.14704284020758e+001	(3.66568276031167e+001dB,2.22330486284469e+001°)
8.16582371358510e+001	(3.66596882435186e+001dB,2.21868320640949e+001°)
8.18464788134707e+001	(3.66625376130199e+001dB,2.21406913631196e+001°)
8.20351544329735e+001	(3.66653757486298e+001dB,2.20946265198406e+001°)
8.22242649946988e+001	(3.66682026873590e+001dB,2.20486375278036e+001°)
8.24138115012919e+001	(3.66710184661379e+001dB,2.20027243797808e+001°)
8.26037949577095e+001	(3.66738231218335e+001dB,2.19568870677757e+001°)
8.27942163712250e+001	(3.66766166912079e+001dB,2.19111255830277e+001°)
8.29850767514339e+001	(3.66793992110293e+001dB,2.18654399160154e+001°)
8.31763771102587e+001	(3.66821707179515e+001dB,2.18198300564628e+001°)
8.33681184619550e+001	(3.66849312485513e+001dB,2.17742959933391e+001°)
8.35603018231163e+001	(3.66876808393953e+001dB,2.17288377148666e+001°)
8.37529282126798e+001	(3.66904195269354e+001dB,2.16834552085227e+001°)
8.39459986519312e+001	(3.66931473475781e+001dB,2.16381484610435e+001°)
8.41395141645110e+001	(3.66958643376412e+001dB,2.15929174584293e+001°)
8.43334757764190e+001	(3.66985705333760e+001dB,2.15477621859469e+001°)
8.45278845160204e+001	(3.67012659710296e+001dB,2.15026826281351e+001°)
8.47227414140510e+001	(3.67039506866881e+001dB,2.14576787688064e+001°)
8.49180475036227e+001	(3.67066247164139e+001dB,2.14127505910541e+001°)
8.51138038202290e+001	(3.67092880962123e+001dB,2.13678980772527e+001°)
8.53100114017502e+001	(3.67119408620063e+001dB,2.13231212090657e+001°)
8.55066712884596e+001	(3.67145830496289e+001dB,2.12784199674462e+001°)
8.57037845230282e+001	(3.67172146948665e+001dB,2.12337943326412e+001°)
8.59013521505308e+001	(3.67198358334584e+001dB,2.11892442841973e+001°)
8.60993752184513e+001	(3.67224465010025e+001dB,2.11447698009648e+001°)
8.62978547766882e+001	(3.67250467331091e+001dB,2.11003708610990e+001°)
8.64967918775605e+001	(3.67276365652676e+001dB,2.10560474420651e+001°)
8.66961875758128e+001	(3.67302160328795e+001dB,2.10117995206453e+001°)
8.68960429286213e+001	(3.67327851713553e+001dB,2.09676270729376e+001°)
8.70963589955992e+001	(3.67353440159480e+001dB,2.09235300743622e+001°)
8.72971368388022e+001	(3.67378926018576e+001dB,2.08795084996671e+001°)
8.74983775227347e+001	(3.67404309642617e+001dB,2.08355623229288e+001°)
8.77000821143545e+001	(3.67429591382009e+001dB,2.07916915175583e+001°)
8.79022516830794e+001	(3.67454771586863e+001dB,2.07478960563038e+001°)
8.81048873007924e+001	(3.67479850606463e+001dB,2.07041759112560e+001°)
8.83079900418472e+001	(3.67504828789175e+001dB,2.06605310538502e+001°)
8.85115609830745e+001	(3.67529706483158e+001dB,2.06169614548714e+001°)
8.87156012037870e+001	(3.67554484034814e+001dB,2.05734670844568e+001°)
8.89201117857857e+001	(3.67579161791075e+001dB,2.05300479121038e+001°)
8.91250938133654e+001	(3.67603740097033e+001dB,2.04867039066676e+001°)
8.93305483733204e+001	(3.67628219297788e+001dB,2.04434350363690e+001°)
8.95364765549502e+001	(3.67652599737235e+001dB,2.04002412687977e+001°)
8.97428794500656e+001	(3.67676881759051e+001dB,2.03571225709170e+001°)
8.99497581529943e+001	(3.67701065705266e+001dB,2.03140789090641e+001°)
9.01571137605864e+001	(3.67725151918151e+001dB,2.02711102489592e+001°)
9.03649473722208e+001	(3.67749140738576e+001dB,2.02282165557039e+001°)
9.05732600898107e+001	(3.67773032506815e+001dB,2.01853977937894e+001°)
9.07820530178092e+001	(3.67796827562726e+001dB,2.01426539270974e+001°)
9.09913272632158e+001	(3.67820526244766e+001dB,2.00999849189060e+001°)
9.12010839355816e+001	(3.67844128891162e+001dB,2.00573907318928e+001°)
9.14113241470156e+001	(3.67867635839153e+001dB,2.00148713281354e+001°)
9.16220490121905e+001	(3.67891047425295e+001dB,1.99724266691240e+001°)
9.18332596483486e+001	(3.67914363985467e+001dB,1.99300567157530e+001°)
9.20449571753076e+001	(3.67937585854225e+001dB,1.98877614283357e+001°)
9.22571427154668e+001	(3.67960713366282e+001dB,1.98455407666018e+001°)
